"date","currency","rate"
2014-06-23,"MYR",3.2135
2014-06-23,"PHP",43.841
2014-06-23,"RUB",34.204
2014-06-23,"THB",32.459
2014-06-23,"RON",3.234
2014-06-23,"BRL",2.2257
2014-06-23,"MXN",12.981
2014-06-23,"INR",60.155
2014-06-23,"ILS",3.4526
2014-06-24,"USD",1
2014-06-24,"AUD",1.064
2014-06-24,"BGN",1.4362
2014-06-24,"CAD",1.0732
2014-06-24,"CHF",0.89389
2014-06-24,"CZK",20.152
2014-06-24,"DKK",5.4742
2014-06-24,"GBP",0.58856
2014-06-24,"HKD",7.7515
2014-06-24,"HUF",224.5
2014-06-24,"JPY",101.92
2014-06-24,"KRW",1018.5
2014-06-24,"LTL",2.5355
2014-06-24,"NOK",6.0974
2014-06-24,"NZD",1.1484
2014-06-24,"PLN",3.0504
2014-06-24,"SEK",6.7202
2014-06-24,"SGD",1.2492
2014-06-24,"ZAR",10.55
2014-06-24,"EUR",0.73432
2014-06-24,"TRY",2.1343
2014-06-24,"CNY",6.2309
2014-06-24,"HRK",5.5634
2014-06-24,"IDR",11991
2014-06-24,"MYR",3.2135
2014-06-24,"PHP",43.904
2014-06-24,"RUB",33.819
2014-06-24,"THB",32.423
2014-06-24,"RON",3.2211
2014-06-24,"BRL",2.2185
2014-06-24,"MXN",13.02
2014-06-24,"INR",60.12
2014-06-24,"ILS",3.436
2014-06-25,"USD",1
2014-06-25,"AUD",1.0679
2014-06-25,"BGN",1.4365
2014-06-25,"CAD",1.0738
2014-06-25,"CHF",0.89372
2014-06-25,"CZK",20.151
2014-06-25,"DKK",5.4756
2014-06-25,"GBP",0.58924
2014-06-25,"HKD",7.7517
2014-06-25,"HUF",225.66
2014-06-25,"JPY",101.89
2014-06-25,"KRW",1019.5
2014-06-25,"LTL",2.536
2014-06-25,"NOK",6.1392
2014-06-25,"NZD",1.1496
2014-06-25,"PLN",3.0484
2014-06-25,"SEK",6.7377
2014-06-25,"SGD",1.2507
2014-06-25,"ZAR",10.613
2014-06-25,"EUR",0.73448
2014-06-25,"TRY",2.1399
2014-06-25,"CNY",6.2346
2014-06-25,"HRK",5.5648
2014-06-25,"IDR",12088
2014-06-25,"MYR",3.2245
2014-06-25,"PHP",43.859
2014-06-25,"RUB",33.777
2014-06-25,"THB",32.47
2014-06-25,"RON",3.2262
2014-06-25,"BRL",2.2132
2014-06-25,"MXN",13.051
2014-06-25,"INR",60.132
2014-06-25,"ILS",3.4397
2014-06-26,"USD",1
2014-06-26,"AUD",1.0628
2014-06-26,"BGN",1.4375
2014-06-26,"CAD",1.0714
2014-06-26,"CHF",0.89402
2014-06-26,"CZK",20.173
2014-06-26,"DKK",5.4799
2014-06-26,"GBP",0.58731
2014-06-26,"HKD",7.7525
2014-06-26,"HUF",226.3
2014-06-26,"JPY",101.79
2014-06-26,"KRW",1016.3
2014-06-26,"LTL",2.5377
2014-06-26,"NOK",6.1418
2014-06-26,"NZD",1.1415
2014-06-26,"PLN",3.0451
2014-06-26,"SEK",6.75
2014-06-26,"SGD",1.2506
2014-06-26,"ZAR",10.656
2014-06-26,"EUR",0.73497
2014-06-26,"TRY",2.1314
2014-06-26,"CNY",6.2249
2014-06-26,"HRK",5.5658
2014-06-26,"IDR",12104
2014-06-26,"MYR",3.2198
2014-06-26,"PHP",43.803
2014-06-26,"RUB",33.719
2014-06-26,"THB",32.479
2014-06-26,"RON",3.2243
2014-06-26,"BRL",2.2131
2014-06-26,"MXN",13.021
2014-06-26,"INR",60.18
2014-06-26,"ILS",3.4298
2014-06-27,"USD",1
2014-06-27,"AUD",1.0617
2014-06-27,"BGN",1.436
2014-06-27,"CAD",1.0687
2014-06-27,"CHF",0.89295
2014-06-27,"CZK",20.161
2014-06-27,"DKK",5.4751
2014-06-27,"GBP",0.58711
2014-06-27,"HKD",7.7511
2014-06-27,"HUF",226.57
2014-06-27,"JPY",101.39
2014-06-27,"KRW",1014
2014-06-27,"LTL",2.5351
2014-06-27,"NOK",6.1439
2014-06-27,"NZD",1.1411
2014-06-27,"PLN",3.0486
2014-06-27,"SEK",6.752
2014-06-27,"SGD",1.2493
2014-06-27,"ZAR",10.601
2014-06-27,"EUR",0.73421
2014-06-27,"TRY",2.1251
2014-06-27,"CNY",6.218
2014-06-27,"HRK",5.5602
2014-06-27,"IDR",12018
2014-06-27,"MYR",3.2125
2014-06-27,"PHP",43.803
2014-06-27,"RUB",33.698
2014-06-27,"THB",32.468
2014-06-27,"RON",3.2219
2014-06-27,"BRL",2.1957
2014-06-27,"MXN",13.002
2014-06-27,"INR",60.105
2014-06-27,"ILS",3.4294
2014-06-28,"USD",1
2014-06-28,"AUD",1.0617
2014-06-28,"BGN",1.436
2014-06-28,"CAD",1.0687
2014-06-28,"CHF",0.89295
2014-06-28,"CZK",20.161
2014-06-28,"DKK",5.4751
2014-06-28,"GBP",0.58711
2014-06-28,"HKD",7.7511
2014-06-28,"HUF",226.57
2014-06-28,"JPY",101.39
2014-06-28,"KRW",1014
2014-06-28,"LTL",2.5351
2014-06-28,"NOK",6.1439
2014-06-28,"NZD",1.1411
2014-06-28,"PLN",3.0486
2014-06-28,"SEK",6.752
2014-06-28,"SGD",1.2493
2014-06-28,"ZAR",10.601
2014-06-28,"EUR",0.73421
2014-06-28,"TRY",2.1251
2014-06-28,"CNY",6.218
2014-06-28,"HRK",5.5602
2014-06-28,"IDR",12018
2014-06-28,"MYR",3.2125
2014-06-28,"PHP",43.803
2014-06-28,"RUB",33.698
2014-06-28,"THB",32.468
2014-06-28,"RON",3.2219
2014-06-28,"BRL",2.1957
2014-06-28,"MXN",13.002
2014-06-28,"INR",60.105
2014-06-28,"ILS",3.4294
2014-06-29,"USD",1
2014-06-29,"AUD",1.0617
2014-06-29,"BGN",1.436
2014-06-29,"CAD",1.0687
2014-06-29,"CHF",0.89295
2014-06-29,"CZK",20.161
2014-06-29,"DKK",5.4751
2014-06-29,"GBP",0.58711
2014-06-29,"HKD",7.7511
2014-06-29,"HUF",226.57
2014-06-29,"JPY",101.39
2014-06-29,"KRW",1014
2014-06-29,"LTL",2.5351
2014-06-29,"NOK",6.1439
2014-06-29,"NZD",1.1411
2014-06-29,"PLN",3.0486
2014-06-29,"SEK",6.752
2014-06-29,"SGD",1.2493
2014-06-29,"ZAR",10.601
2014-06-29,"EUR",0.73421
2014-06-29,"TRY",2.1251
2014-06-29,"CNY",6.218
2014-06-29,"HRK",5.5602
2014-06-29,"IDR",12018
2014-06-29,"MYR",3.2125
2014-06-29,"PHP",43.803
2014-06-29,"RUB",33.698
2014-06-29,"THB",32.468
2014-06-29,"RON",3.2219
2014-06-29,"BRL",2.1957
2014-06-29,"MXN",13.002
2014-06-29,"INR",60.105
2014-06-29,"ILS",3.4294
2014-06-30,"USD",1
2014-06-30,"AUD",1.0644
2014-06-30,"BGN",1.432
2014-06-30,"CAD",1.0682
2014-06-30,"CHF",0.89003
2014-06-30,"CZK",20.1
2014-06-30,"DKK",5.4589
2014-06-30,"GBP",0.58684
2014-06-30,"HKD",7.7508
2014-06-30,"HUF",226.46
2014-06-30,"JPY",101.36
2014-06-30,"KRW",1011.9
2014-06-30,"LTL",2.528
2014-06-30,"NOK",6.1528
2014-06-30,"NZD",1.1441
2014-06-30,"PLN",3.0435
2014-06-30,"SEK",6.7186
2014-06-30,"SGD",1.2481
2014-06-30,"ZAR",10.587
2014-06-30,"EUR",0.73217
2014-06-30,"TRY",2.121
2014-06-30,"CNY",6.2031
2014-06-30,"HRK",5.5469
2014-06-30,"IDR",11896
2014-06-30,"MYR",3.211
2014-06-30,"PHP",43.676
2014-06-30,"RUB",33.957
2014-06-30,"THB",32.452
2014-06-30,"RON",3.2091
2014-06-30,"BRL",2.1967
2014-06-30,"MXN",12.968
2014-06-30,"INR",60.186
2014-06-30,"ILS",3.4383
2014-07-01,"USD",1
2014-07-01,"AUD",1.0578
2014-07-01,"BGN",1.4288
2014-07-01,"CAD",1.0657
2014-07-01,"CHF",0.88676
2014-07-01,"CZK",20.042
2014-07-01,"DKK",5.4469
2014-07-01,"GBP",0.58307
2014-07-01,"HKD",7.7499
2014-07-01,"HUF",226.79
2014-07-01,"JPY",101.53
2014-07-01,"KRW",1011.5
2014-07-01,"LTL",2.5225
2014-07-01,"NOK",6.1645
2014-07-01,"NZD",1.1414
2014-07-01,"PLN",3.0378
2014-07-01,"SEK",6.692
2014-07-01,"SGD",1.2459
2014-07-01,"ZAR",10.655
2014-07-01,"EUR",0.73057
2014-07-01,"TRY",2.1235
2014-07-01,"CNY",6.2013
2014-07-01,"HRK",5.5377
2014-07-01,"IDR",11873
2014-07-01,"MYR",3.2067
2014-07-01,"PHP",43.662
2014-07-01,"RUB",34.26
2014-07-01,"THB",32.413
2014-07-01,"RON",3.2058
2014-07-01,"BRL",2.2172
2014-07-01,"MXN",12.987
2014-07-01,"INR",60.075
2014-07-01,"ILS",3.4278
2014-07-02,"USD",1
2014-07-02,"AUD",1.0579
2014-07-02,"BGN",1.4322
2014-07-02,"CAD",1.0644
2014-07-02,"CHF",0.88877
2014-07-02,"CZK",20.088
2014-07-02,"DKK",5.4601
2014-07-02,"GBP",0.58275
2014-07-02,"HKD",7.7504
2014-07-02,"HUF",227.81
2014-07-02,"JPY",101.53
2014-07-02,"KRW",1009
2014-07-02,"LTL",2.5284
2014-07-02,"NOK",6.1694
2014-07-02,"NZD",1.14
2014-07-02,"PLN",3.0357
2014-07-02,"SEK",6.7058
2014-07-02,"SGD",1.2458
2014-07-02,"ZAR",10.714
2014-07-02,"EUR",0.73228
2014-07-02,"TRY",2.1275
2014-07-02,"CNY",6.2109
2014-07-02,"HRK",5.5554
2014-07-02,"IDR",11916
2014-07-02,"MYR",3.2005
2014-07-02,"PHP",43.598
2014-07-02,"RUB",34.238
2014-07-02,"THB",32.37
2014-07-02,"RON",3.2121
2014-07-02,"BRL",2.2051
2014-07-02,"MXN",12.945
2014-07-02,"INR",59.555
2014-07-02,"ILS",3.4252
2014-07-03,"USD",1
2014-07-03,"AUD",1.0664
2014-07-03,"BGN",1.4332
2014-07-03,"CAD",1.0648
2014-07-03,"CHF",0.89015
2014-07-03,"CZK",20.108
2014-07-03,"DKK",5.4645
2014-07-03,"GBP",0.58369
2014-07-03,"HKD",7.751
2014-07-03,"HUF",228.19
2014-07-03,"JPY",101.91
2014-07-03,"KRW",1009.1
2014-07-03,"LTL",2.5303
2014-07-03,"NOK",6.215
2014-07-03,"NZD",1.1405
2014-07-03,"PLN",3.0391
2014-07-03,"SEK",6.8361
2014-07-03,"SGD",1.2464
2014-07-03,"ZAR",10.78
2014-07-03,"EUR",0.73282
2014-07-03,"TRY",2.1326
2014-07-03,"CNY",6.212
2014-07-03,"HRK",5.5602
2014-07-03,"IDR",11930
2014-07-03,"MYR",3.1948
2014-07-03,"PHP",43.578
2014-07-03,"RUB",34.226
2014-07-03,"THB",32.399
2014-07-03,"RON",3.2162
2014-07-03,"BRL",2.2269
2014-07-03,"MXN",12.997
2014-07-03,"INR",59.645
2014-07-03,"ILS",3.4225
2014-07-04,"USD",1
2014-07-04,"AUD",1.0693
2014-07-04,"BGN",1.4394
2014-07-04,"CAD",1.0635
2014-07-04,"CHF",0.89491
2014-07-04,"CZK",20.197
2014-07-04,"DKK",5.4876
2014-07-04,"GBP",0.58331
2014-07-04,"HKD",7.7502
2014-07-04,"HUF",228.35
2014-07-04,"JPY",102.05
2014-07-04,"KRW",1010.2
2014-07-04,"LTL",2.5411
2014-07-04,"NOK",6.1904
2014-07-04,"NZD",1.1442
2014-07-04,"PLN",3.0464
2014-07-04,"SEK",6.8538
2014-07-04,"SGD",1.2458
2014-07-04,"ZAR",10.748
2014-07-04,"EUR",0.73594
2014-07-04,"TRY",2.1297
2014-07-04,"CNY",6.205
2014-07-04,"HRK",5.5851
2014-07-04,"IDR",11843
2014-07-04,"MYR",3.186
2014-07-04,"PHP",43.486
2014-07-04,"RUB",34.402
2014-07-04,"THB",32.388
2014-07-04,"RON",3.2304
2014-07-04,"BRL",2.2144
2014-07-04,"MXN",12.973
2014-07-04,"INR",59.735
2014-07-04,"ILS",3.4181
2014-07-05,"USD",1
2014-07-05,"AUD",1.0693
2014-07-05,"BGN",1.4394
2014-07-05,"CAD",1.0635
2014-07-05,"CHF",0.89491
2014-07-05,"CZK",20.197
2014-07-05,"DKK",5.4876
2014-07-05,"GBP",0.58331
2014-07-05,"HKD",7.7502
2014-07-05,"HUF",228.35
2014-07-05,"JPY",102.05
2014-07-05,"KRW",1010.2
2014-07-05,"LTL",2.5411
2014-07-05,"NOK",6.1904
2014-07-05,"NZD",1.1442
2014-07-05,"PLN",3.0464
2014-07-05,"SEK",6.8538
2014-07-05,"SGD",1.2458
2014-07-05,"ZAR",10.748
2014-07-05,"EUR",0.73594
2014-07-05,"TRY",2.1297
2014-07-05,"CNY",6.205
2014-07-05,"HRK",5.5851
2014-07-05,"IDR",11843
2014-07-05,"MYR",3.186
2014-07-05,"PHP",43.486
2014-07-05,"RUB",34.402
2014-07-05,"THB",32.388
2014-07-05,"RON",3.2304
2014-07-05,"BRL",2.2144
2014-07-05,"MXN",12.973
2014-07-05,"INR",59.735
2014-07-05,"ILS",3.4181
2014-07-06,"USD",1
2014-07-06,"AUD",1.0693
2014-07-06,"BGN",1.4394
2014-07-06,"CAD",1.0635
2014-07-06,"CHF",0.89491
2014-07-06,"CZK",20.197
2014-07-06,"DKK",5.4876
2014-07-06,"GBP",0.58331
2014-07-06,"HKD",7.7502
2014-07-06,"HUF",228.35
2014-07-06,"JPY",102.05
2014-07-06,"KRW",1010.2
2014-07-06,"LTL",2.5411
2014-07-06,"NOK",6.1904
2014-07-06,"NZD",1.1442
2014-07-06,"PLN",3.0464
2014-07-06,"SEK",6.8538
2014-07-06,"SGD",1.2458
2014-07-06,"ZAR",10.748
2014-07-06,"EUR",0.73594
2014-07-06,"TRY",2.1297
2014-07-06,"CNY",6.205
2014-07-06,"HRK",5.5851
2014-07-06,"IDR",11843
2014-07-06,"MYR",3.186
2014-07-06,"PHP",43.486
2014-07-06,"RUB",34.402
2014-07-06,"THB",32.388
2014-07-06,"RON",3.2304
2014-07-06,"BRL",2.2144
2014-07-06,"MXN",12.973
2014-07-06,"INR",59.735
2014-07-06,"ILS",3.4181
2014-07-07,"USD",1
2014-07-07,"AUD",1.0684
2014-07-07,"BGN",1.4389
2014-07-07,"CAD",1.0643
2014-07-07,"CHF",0.89428
2014-07-07,"CZK",20.184
2014-07-07,"DKK",5.4857
2014-07-07,"GBP",0.58406
2014-07-07,"HKD",7.7501
2014-07-07,"HUF",228.5
2014-07-07,"JPY",101.92
2014-07-07,"KRW",1011.7
2014-07-07,"LTL",2.5403
2014-07-07,"NOK",6.1816
2014-07-07,"NZD",1.1438
2014-07-07,"PLN",3.0483
2014-07-07,"SEK",6.8495
2014-07-07,"SGD",1.2466
2014-07-07,"ZAR",10.802
2014-07-07,"EUR",0.73573
2014-07-07,"TRY",2.1312
2014-07-07,"CNY",6.204
2014-07-07,"HRK",5.5853
2014-07-07,"IDR",11711
2014-07-07,"MYR",3.1896
2014-07-07,"PHP",43.515
2014-07-07,"RUB",34.563
2014-07-07,"THB",32.41
2014-07-07,"RON",3.2281
2014-07-07,"BRL",2.2173
2014-07-07,"MXN",12.98
2014-07-07,"INR",60.018
2014-07-07,"ILS",3.4218
2014-07-08,"USD",1
2014-07-08,"AUD",1.064
2014-07-08,"BGN",1.4393
2014-07-08,"CAD",1.0676
2014-07-08,"CHF",0.89447
2014-07-08,"CZK",20.191
2014-07-08,"DKK",5.4865
2014-07-08,"GBP",0.58419
2014-07-08,"HKD",7.7504
2014-07-08,"HUF",227.29
2014-07-08,"JPY",101.74
2014-07-08,"KRW",1012.5
2014-07-08,"LTL",2.5409
2014-07-08,"NOK",6.1789
2014-07-08,"NZD",1.1392
2014-07-08,"PLN",3.0425
2014-07-08,"SEK",6.8421
2014-07-08,"SGD",1.2435
2014-07-08,"ZAR",10.692
2014-07-08,"EUR",0.73589
2014-07-08,"TRY",2.1269
2014-07-08,"CNY",6.2021
2014-07-08,"HRK",5.5941
2014-07-08,"IDR",11629
2014-07-08,"MYR",3.1718
2014-07-08,"PHP",43.396
2014-07-08,"RUB",34.228
2014-07-08,"THB",32.387
2014-07-08,"RON",3.23
2014-07-08,"BRL",2.2221
2014-07-08,"MXN",12.995
2014-07-08,"INR",59.793
2014-07-08,"ILS",3.4292
2014-07-09,"USD",1
2014-07-09,"AUD",1.0649
2014-07-09,"BGN",1.4378
2014-07-09,"CAD",1.0664
2014-07-09,"CHF",0.89377
2014-07-09,"CZK",20.167
2014-07-09,"DKK",5.4806
2014-07-09,"GBP",0.58483
2014-07-09,"HKD",7.7505
2014-07-09,"HUF",227.25
2014-07-09,"JPY",101.73
2014-07-09,"KRW",1012.5
2014-07-09,"LTL",2.5383
2014-07-09,"NOK",6.1777
2014-07-09,"NZD",1.137
2014-07-09,"PLN",3.0349
2014-07-09,"SEK",6.8062
2014-07-09,"SGD",1.2428
2014-07-09,"ZAR",10.705
2014-07-09,"EUR",0.73513
2014-07-09,"TRY",2.1265
2014-07-09,"CNY",6.2003
2014-07-09,"HRK",5.592
2014-07-09,"IDR",11627
2014-07-09,"MYR",3.1743
2014-07-09,"PHP",43.332
2014-07-09,"RUB",34.112
2014-07-09,"THB",32.231
2014-07-09,"RON",3.2274
2014-07-09,"BRL",2.2152
2014-07-09,"MXN",13
2014-07-09,"INR",59.765
2014-07-09,"ILS",3.4313
2014-07-10,"USD",1
2014-07-10,"AUD",1.0673
2014-07-10,"BGN",1.4377
2014-07-10,"CAD",1.067
2014-07-10,"CHF",0.89261
2014-07-10,"CZK",20.171
2014-07-10,"DKK",5.4802
2014-07-10,"GBP",0.58442
2014-07-10,"HKD",7.7499
2014-07-10,"HUF",228.17
2014-07-10,"JPY",101.35
2014-07-10,"KRW",1014.8
2014-07-10,"LTL",2.5381
2014-07-10,"NOK",6.1577
2014-07-10,"NZD",1.1358
2014-07-10,"PLN",3.0447
2014-07-10,"SEK",6.7751
2014-07-10,"SGD",1.2431
2014-07-10,"ZAR",10.745
2014-07-10,"EUR",0.73508
2014-07-10,"TRY",2.1315
2014-07-10,"CNY",6.2041
2014-07-10,"HRK",5.5954
2014-07-10,"IDR",11580
2014-07-10,"MYR",3.1848
2014-07-10,"PHP",43.52
2014-07-10,"RUB",34.058
2014-07-10,"THB",32.186
2014-07-10,"RON",3.2311
2014-07-10,"BRL",2.2227
2014-07-10,"MXN",13.014
2014-07-10,"INR",60.206
2014-07-10,"ILS",3.4286
2014-07-11,"USD",1
2014-07-11,"AUD",1.0638
2014-07-11,"BGN",1.4386
2014-07-11,"CAD",1.0641
2014-07-11,"CHF",0.8932
2014-07-11,"CZK",20.184
2014-07-11,"DKK",5.4841
2014-07-11,"GBP",0.58411
2014-07-11,"HKD",7.7499
2014-07-11,"HUF",228.14
2014-07-11,"JPY",101.32
2014-07-11,"KRW",1019.4
2014-07-11,"LTL",2.5398
2014-07-11,"NOK",6.1618
2014-07-11,"NZD",1.134
2014-07-11,"PLN",3.0472
2014-07-11,"SEK",6.7801
2014-07-11,"SGD",1.2405
2014-07-11,"ZAR",10.725
2014-07-11,"EUR",0.73556
2014-07-11,"TRY",2.1225
2014-07-11,"CNY",6.2047
2014-07-11,"HRK",5.6017
2014-07-11,"IDR",11590
2014-07-11,"MYR",3.1864
2014-07-11,"PHP",43.517
2014-07-11,"RUB",34.148
2014-07-11,"THB",32.155
2014-07-11,"RON",3.2486
2014-07-11,"BRL",2.2252
2014-07-11,"MXN",12.999
2014-07-11,"INR",59.999
2014-07-11,"ILS",3.4305
2014-07-12,"USD",1
2014-07-12,"AUD",1.0638
2014-07-12,"BGN",1.4386
2014-07-12,"CAD",1.0641
2014-07-12,"CHF",0.8932
2014-07-12,"CZK",20.184
2014-07-12,"DKK",5.4841
2014-07-12,"GBP",0.58411
2014-07-12,"HKD",7.7499
2014-07-12,"HUF",228.14
2014-07-12,"JPY",101.32
2014-07-12,"KRW",1019.4
2014-07-12,"LTL",2.5398
2014-07-12,"NOK",6.1618
2014-07-12,"NZD",1.134
2014-07-12,"PLN",3.0472
2014-07-12,"SEK",6.7801
2014-07-12,"SGD",1.2405
2014-07-12,"ZAR",10.725
2014-07-12,"EUR",0.73556
2014-07-12,"TRY",2.1225
2014-07-12,"CNY",6.2047
2014-07-12,"HRK",5.6017
2014-07-12,"IDR",11590
2014-07-12,"MYR",3.1864
2014-07-12,"PHP",43.517
2014-07-12,"RUB",34.148
2014-07-12,"THB",32.155
2014-07-12,"RON",3.2486
2014-07-12,"BRL",2.2252
2014-07-12,"MXN",12.999
2014-07-12,"INR",59.999
2014-07-12,"ILS",3.4305
2014-07-13,"USD",1
2014-07-13,"AUD",1.0638
2014-07-13,"BGN",1.4386
2014-07-13,"CAD",1.0641
2014-07-13,"CHF",0.8932
2014-07-13,"CZK",20.184
2014-07-13,"DKK",5.4841
2014-07-13,"GBP",0.58411
2014-07-13,"HKD",7.7499
2014-07-13,"HUF",228.14
2014-07-13,"JPY",101.32
2014-07-13,"KRW",1019.4
2014-07-13,"LTL",2.5398
2014-07-13,"NOK",6.1618
2014-07-13,"NZD",1.134
2014-07-13,"PLN",3.0472
2014-07-13,"SEK",6.7801
2014-07-13,"SGD",1.2405
2014-07-13,"ZAR",10.725
2014-07-13,"EUR",0.73556
2014-07-13,"TRY",2.1225
2014-07-13,"CNY",6.2047
2014-07-13,"HRK",5.6017
2014-07-13,"IDR",11590
2014-07-13,"MYR",3.1864
2014-07-13,"PHP",43.517
2014-07-13,"RUB",34.148
2014-07-13,"THB",32.155
2014-07-13,"RON",3.2486
2014-07-13,"BRL",2.2252
2014-07-13,"MXN",12.999
2014-07-13,"INR",59.999
2014-07-13,"ILS",3.4305
2014-07-14,"USD",1
2014-07-14,"AUD",1.0641
2014-07-14,"BGN",1.4352
2014-07-14,"CAD",1.0728
2014-07-14,"CHF",0.89081
2014-07-14,"CZK",20.136
2014-07-14,"DKK",5.4721
2014-07-14,"GBP",0.58457
2014-07-14,"HKD",7.7501
2014-07-14,"HUF",227.25
2014-07-14,"JPY",101.48
2014-07-14,"KRW",1018.9
2014-07-14,"LTL",2.5338
2014-07-14,"NOK",6.1716
2014-07-14,"NZD",1.1343
2014-07-14,"PLN",3.0372
2014-07-14,"SEK",6.7867
2014-07-14,"SGD",1.24
2014-07-14,"ZAR",10.7
2014-07-14,"EUR",0.73384
2014-07-14,"TRY",2.1194
2014-07-14,"CNY",6.2058
2014-07-14,"HRK",5.5867
2014-07-14,"IDR",11670
2014-07-14,"MYR",3.1819
2014-07-14,"PHP",43.454
2014-07-14,"RUB",34.336
2014-07-14,"THB",32.13
2014-07-14,"RON",3.2421
2014-07-14,"BRL",2.2185
2014-07-14,"MXN",12.986
2014-07-14,"INR",60.05
2014-07-14,"ILS",3.4242
2014-07-15,"USD",1
2014-07-15,"AUD",1.0668
2014-07-15,"BGN",1.4367
2014-07-15,"CAD",1.0733
2014-07-15,"CHF",0.89194
2014-07-15,"CZK",20.151
2014-07-15,"DKK",5.4776
2014-07-15,"GBP",0.5826
2014-07-15,"HKD",7.7499
2014-07-15,"HUF",227.14
2014-07-15,"JPY",101.58
2014-07-15,"KRW",1027
2014-07-15,"LTL",2.5364
2014-07-15,"NOK",6.193
2014-07-15,"NZD",1.136
2014-07-15,"PLN",3.0418
2014-07-15,"SEK",6.7997
2014-07-15,"SGD",1.2418
2014-07-15,"ZAR",10.679
2014-07-15,"EUR",0.73459
2014-07-15,"TRY",2.1214
2014-07-15,"CNY",6.2035
2014-07-15,"HRK",5.5983
2014-07-15,"IDR",11747
2014-07-15,"MYR",3.1919
2014-07-15,"PHP",43.627
2014-07-15,"RUB",34.328
2014-07-15,"THB",32.139
2014-07-15,"RON",3.2495
2014-07-15,"BRL",2.216
2014-07-15,"MXN",12.967
2014-07-15,"INR",60.11
2014-07-15,"ILS",3.4051
2014-07-16,"USD",1
2014-07-16,"AUD",1.0701
2014-07-16,"BGN",1.4453
2014-07-16,"CAD",1.0763
2014-07-16,"CHF",0.89832
2014-07-16,"CZK",20.282
2014-07-16,"DKK",5.5103
2014-07-16,"GBP",0.58402
2014-07-16,"HKD",7.7505
2014-07-16,"HUF",228.44
2014-07-16,"JPY",101.78
2014-07-16,"KRW",1029.6
2014-07-16,"LTL",2.5516
2014-07-16,"NOK",6.1964
2014-07-16,"NZD",1.149
2014-07-16,"PLN",3.0574
2014-07-16,"SEK",6.8353
2014-07-16,"SGD",1.2427
2014-07-16,"ZAR",10.684
2014-07-16,"EUR",0.73899
2014-07-16,"TRY",2.1217
2014-07-16,"CNY",6.2057
2014-07-16,"HRK",5.6326
2014-07-16,"IDR",11700
2014-07-16,"MYR",3.189
2014-07-16,"PHP",43.608
2014-07-16,"RUB",34.401
2014-07-16,"THB",32.111
2014-07-16,"RON",3.2782
2014-07-16,"BRL",2.2204
2014-07-16,"MXN",12.946
2014-07-16,"INR",60.08
2014-07-16,"ILS",3.4089
2014-07-17,"USD",1
2014-07-17,"AUD",1.0666
2014-07-17,"BGN",1.4461
2014-07-17,"CAD",1.0748
2014-07-17,"CHF",0.89811
2014-07-17,"CZK",20.288
2014-07-17,"DKK",5.5134
2014-07-17,"GBP",0.58477
2014-07-17,"HKD",7.7508
2014-07-17,"HUF",229.56
2014-07-17,"JPY",101.49
2014-07-17,"KRW",1028.2
2014-07-17,"LTL",2.5529
2014-07-17,"NOK",6.1978
2014-07-17,"NZD",1.1511
2014-07-17,"PLN",3.064
2014-07-17,"SEK",6.837
2014-07-17,"SGD",1.2417
2014-07-17,"ZAR",10.726
2014-07-17,"EUR",0.73937
2014-07-17,"TRY",2.1264
2014-07-17,"CNY",6.2048
2014-07-17,"HRK",5.6344
2014-07-17,"IDR",11682
2014-07-17,"MYR",3.1782
2014-07-17,"PHP",43.548
2014-07-17,"RUB",34.942
2014-07-17,"THB",32.166
2014-07-17,"RON",3.2855
2014-07-17,"BRL",2.2311
2014-07-17,"MXN",12.943
2014-07-17,"INR",60.172
2014-07-17,"ILS",3.4107
2014-07-18,"USD",1
2014-07-18,"AUD",1.0652
2014-07-18,"BGN",1.4461
2014-07-18,"CAD",1.0745
2014-07-18,"CHF",0.89789
2014-07-18,"CZK",20.283
2014-07-18,"DKK",5.5135
2014-07-18,"GBP",0.58525
2014-07-18,"HKD",7.7516
2014-07-18,"HUF",229.24
2014-07-18,"JPY",101.35
2014-07-18,"KRW",1029.6
2014-07-18,"LTL",2.5529
2014-07-18,"NOK",6.1793
2014-07-18,"NZD",1.1519
2014-07-18,"PLN",3.0666
2014-07-18,"SEK",6.8231
2014-07-18,"SGD",1.2413
2014-07-18,"ZAR",10.662
2014-07-18,"EUR",0.73937
2014-07-18,"TRY",2.1257
2014-07-18,"CNY",6.2086
2014-07-18,"HRK",5.6311
2014-07-18,"IDR",11621
2014-07-18,"MYR",3.1817
2014-07-18,"PHP",43.469
2014-07-18,"RUB",35.046
2014-07-18,"THB",32.135
2014-07-18,"RON",3.2824
2014-07-18,"BRL",2.235
2014-07-18,"MXN",12.953
2014-07-18,"INR",60.34
2014-07-18,"ILS",3.4239
2014-07-19,"USD",1
2014-07-19,"AUD",1.0652
2014-07-19,"BGN",1.4461
2014-07-19,"CAD",1.0745
2014-07-19,"CHF",0.89789
2014-07-19,"CZK",20.283
2014-07-19,"DKK",5.5135
2014-07-19,"GBP",0.58525
2014-07-19,"HKD",7.7516
2014-07-19,"HUF",229.24
2014-07-19,"JPY",101.35
2014-07-19,"KRW",1029.6
2014-07-19,"LTL",2.5529
2014-07-19,"NOK",6.1793
2014-07-19,"NZD",1.1519
2014-07-19,"PLN",3.0666
2014-07-19,"SEK",6.8231
2014-07-19,"SGD",1.2413
